Gender,Age Range,"How did you hear about our BETA Savings account? Advert, Beta Friends, Friends, Family, Others",Do you know your BETA friend,Do you know about our Target Savings account?,How satisfied are you with your BETA account?,Do your requests get treated in a timely manner?,Please rate your experience with your BETA Friend,How do you resolve your complaints?,Will you be interested in loan offerings from us?,Did you know you can use our USSD services on *614*045# to check your balance and buy airtime?,Please tell us how best we can serve you
Male,35-44,BETA Friends,Yes,Yes,Neutral,No,Excellent,Talk to a BETA friend,Yes,Yes,"1. There is delay in withdrawing.
2. ATM does not pay on POS
3. You don't give customers gift.
4. You don't send birthday messages."
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,If they can add mobile app for BETA account it will be very good
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,"Give customers gift.
BETA account should have avenue to transfer in and out."
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,"1. I need gifts every year.
2. I need mobile app for BETA"
Male,25-34,BETA Friends,Yes,No,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,"Am okay with the services I'm getting.
Try to give your customers gifts."
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,STEADY NETWORK
Male,35-44,BETA Friends,Yes,Yes,Dissatisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,1. Since I am putting my money in this account you have not make me happy because I put the money for one year no interest added to it. So I am not happy about it. Thanks 
Male,35-44,BETA Friends,Yes,No,Very Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,"Give loan
Gift
Network should be stable"
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,STEADY NETWORK
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,No,Atm card is not working and transfer
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Provide good network 
Female,45-59,BETA Friends,Yes,Yes,Dissatisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Upgrade of account takes time.
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,"Gift
Easy withdrawal of cash
BETA account should have mobile app to transfer out."
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,"I need cash, unable to access new notes"
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,They should provide good network 
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,Is to make the card work on any ATM machine also good network provision 
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,INABILITY TO WITHDRAW CASH IN THE BRANCH DUE TO THE NEW CBN CASH POLICY
Female,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,"The ATM card is not working, Please work on the BETA Account, the code is not working."
Female,35-44,BETA Friends,Yes,Yes,Neutral,Yes,Excellent,Talk to a BETA friend,No,Yes,"i need cash, unable to access new notes"
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,STEADY NETWORK
Female,35-44,BETA Friends,Yes,No,Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,"Work on the network, let the card work on all the ATM Machine."
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Work on your transfer code
Male,35-44,BETA Friends,Yes,Yes,Neutral,Yes,Excellent,Talk to a BETA friend,No,Yes,"I need cash, unable to access cash"
Male,25-34,BETA Friends,Yes,Yes,Neutral,Yes,Excellent,Talk to a BETA friend,No,Yes,I need new notes
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,BETA CUSTOMERS SHOULD BE TREATED LIKE OTHERS
Female,25-34,BETA Friends,Yes,Yes,Neutral,Yes,Very good,Talk to a BETA friend,No,Yes,Unable to have access to cash
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,The weekly summary on Target account is no longer dropping on weekly basis as before. Please let there be an update
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,unable to have access to cash
Male,35-44,BETA Friends,Yes,Yes,Satisfied,No,Very good,Visit a Branch,No,No,I used to be delayed at the counter. and your network should improve too. 
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Alerts does not come on time and the code is not working
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Good,Talk to a BETA friend,No,No,I dont have access to cash
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Good network service 
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Unable to have access to my cash
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,CURRENT CASH CHALLENGE 
Male,35-44,BETA Friends,Yes,No,Satisfied,Yes,Very good,Talk to a BETA friend,No,No,Unable to have access to cash
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Good,Talk to a BETA friend,No,Yes,"You people should improve on debit card so that we can use it to withdraw from (POS) point of service agent anywhere we go.
Thanks."
Female,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Unable to have access to cash
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,No,I need loan
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,STEADY NETWORK 
Female,35-44,BETA Friends,Yes,Yes,Neutral,Yes,Excellent,Talk to a BETA friend,No,Yes,Unable to have access to my cash
Female,45-59,Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,Inability to withdraw cash
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,You people should improve on debit card so that we can use it to withdraw our money.
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Ok with BETA services
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Ok with the service
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Service is not stable
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,improve on your debit card.
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Ok with the account
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Network issues
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,I am satisfied
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Male,25-34,BETA Friends,Yes,No,Satisfied,No,Very good,Talk to a BETA friend,No,Yes,"1. I need BETA account in phone app to transfer out.
2. Easy transactions
3. Gift at the end of the year.
4. Stable network"
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Good,Talk to a BETA friend,No,Yes,ok
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improve of tranfer from beta account to other account.
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Ok
Female,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,"Improve on your services to customer, there should be branded items or gifts to your top customers"
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Good,Talk to a BETA friend,No,Yes,Unable to have access to cash
Female,25-34,BETA Friends,Yes,Yes,Satisfied,No,Excellent,Talk to a BETA friend,No,Yes,unstable network
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,"By improving the beta account to access transfers through POS.
Thanks."
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,There should be branded gifts for your customers
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Service issues
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Delay in receiving alert after transactions
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,No,By giving us information about your bank service and offer us a loan with a little interest 
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Delay in receiving weekly summary also delay in withdrawal
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,No,Excellent,Talk to a BETA friend,Yes,Yes,Service improvement
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Unstable network
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Unable to access cash
Female,45-59,BETA Friends,Yes,No,Very Satisfied,Yes,Good,Visit a Branch,No,Yes,Improve on your network
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Unstable network
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,Delay on queue during withdrawal
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,unstable network
Male,45-59,BETA Friends,Yes,Yes,Dissatisfied,Yes,Excellent,Visit a Branch,No,No,Upgrade the Beta account to be use on POS
Male,25-34,Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improvement on beta network
Female,35-44,BETA Friends,Yes,Yes,Dissatisfied,No,Very good,Talk to a BETA friend,Yes,Yes,They should improve in giving customers money when they need it.
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improvement on network service 
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improve of transfer fund to Beta account and also from Beta to other account
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,No,IMPROVE ON YOUR DEBIT CARD.
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,LET THE PERSON PAYING IN THE BRANCH BE POLITE
Male,45-59,BETA Friends,Yes,Yes,Satisfied,No,Excellent,Talk to a BETA friend,Yes,No,IMPROVE ON YOUR NETWORK
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,BETA ALERT IS NOT DROPPING
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Good network 
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVE ON DEBIT CARD
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Good,Talk to a BETA friend,No,Yes,ATM IS NOT WORKING IN OTHER BANKS
Female,25-34,Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,OK
Male,25-34,BETA Friends,Yes,Yes,Neutral,Yes,Excellent,Talk to a BETA friend,No,Yes,LET ATM PAY IN POS
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,BETA ATM IS NOT WORKING
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,"Already you people are doing well but I will  asked you to improve your Banking system in terms of networking;
1. Improve in security (BETA ATM)
2. Treating customers in a polite way
3. Frudters should not have easy access to the account.
4. Render gifts to us (customers)"
Male,25-34,BETA Friends,Yes,Yes,Neutral,Yes,Very good,Talk to a BETA friend,No,Yes,ALERT IS NOT GOING
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Unstable network
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Unable to have access to my cash
Male,25-34,BETA Friends,Yes,Yes,Neutral,Yes,Excellent,Talk to a BETA friend,Yes,No,ALERT NOT GOING
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Unstable network
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Good service 
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,"1. Do transfer out of BETA account to access account and other account.
2. They should give gift to customers
3. Network should be stable. "
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Unable to have access to cash
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Unable to have access to cash
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,ATM IS NOT WORKING IN OTHER BANKS
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Unstable network
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,ATM IS NOT WORKING IN OTHER BANK ATM
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Need better customer service at the branch
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,"1. hey shod be able to have mobile app to transfer in and other Bank 
2. To be able to do transfer using transfer form in the branch.
3. Network platform should be stable
4. Give BETA customers attention.
5. Give customers gift items."
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,"IMPROVEMENT IN BETA NETWORK

"
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Unstable network
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Fast service at the bank
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,WITHDRAWAL IS NOT EASY
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,ALERT IS NOT GOING
Male,25-34,Friends,Yes,No,Satisfied,No,Good,Talk to a BETA friend,No,Yes,We want them to work on we seeing alert on time.and they should give us gift at the end of the year.
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,ALLOW BETA ACCOUNT TO BE DOING TRANSFER
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,No,ALLOW TRANSFER IN BETA ACCOUNT
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,THEY ARE DISCRIMINATING BETA CUSTOMERS IN THE BRANCH
Male,35-44,BETA Friends,Yes,Yes,Dissatisfied,Yes,Good,Talk to a BETA friend,No,Yes,"1. How will I be able to withdraw my money since there is no transfer service on the account.
2. Target account does not have interest and you will still charge me. "
Male,35-44,BETA Friends,Yes,Yes,Dissatisfied,Yes,Good,Talk to a BETA friend,No,Yes,"1. How will I be able to withdraw my money since there is no transfer service on the account.
2. Target account does not have interest and you will still charge me. "
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Provide good network 
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,No,No,ALLOW BETA TO RUN TRANSFER
Male,60 & above,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improvement in beta network
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,They should be given us interest on the account. Thanks
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Provide good network service 
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Good network service 
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,I NEED TO WITHDRAW CASH
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Good network service 
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,I NEED TO WITHDRAW CASH
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Good,Talk to a BETA friend,No,Yes,OK
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Loan to increase my business
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Female,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Very ok
Female,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Female,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Loan to increase my business
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,More Improvement on network service 
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,They should be given us interest in our account Thanks
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,No,Excellent,Talk to a BETA friend,Yes,Yes,I need mobile App to do transfer to another bank. Thanks
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,ok
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,ok
Male,35-44,Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,"Improvement of network, sometime the network is bad . Thanks"
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Network problem
Female,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,ok
Male,45-59,Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Let their be interest in the account. Thanks
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Mobile App to do transfer.thank
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Good network service 
Male,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Provide good  network 
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improvement in beta network and to make transfer
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,They should provide good network service 
Male,60 & above,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVED On Network 
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK AND TO BE TRANSFER
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,To provide good network service 
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Female,25-34,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improvement in beta network
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improved no network service 
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,We need your network to be active
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Male,25-34,BETA Friends,Yes,Yes,Neutral,Yes,Very good,Talk to a BETA friend,Yes,Yes,Poor Network transfer is not going
Female,18-24,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Visit a Branch,Yes,No,My 🏧 card can't withdraw money it's saying invalid and I can't make a transfer to my account and I can't transfer out
Male,60 & above,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Visit a Branch,Yes,Yes,Improvement in beta network
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,They should provide good network service 
Female,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Provide good network service 
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,I can't transfer to the beta account and i don't see alart on time
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,"IMPROVEMENT IN BETA NETWORK



"
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Visit a Branch,Yes,No,I can't transfer am a business man I sometimes want my customers to do transfer to the account but it's not going
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK AND TRANSFER
Female,60 & above,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,IMPROVEMENT IN BETA NETWORK
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,No,Transfer is my major problem and poor Network
Female,60 & above,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Improvement in beta network
Female,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,Provide good network
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,None 
Male,25-34,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Give me loan 
Male,45-59,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Loan to enhance my business 
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,Please make ussd a channel for transfer to make life easy with the beta account
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,No,Yes,Work on your networks 
Female,60 & above,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Nothing just your bank network 
Male,35-44,BETA Friends,Yes,Yes,Satisfied,Yes,Very good,Talk to a BETA friend,Yes,Yes,Empower my business 
Male,45-59,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,No,Yes,I can't transfer recieve money 
Male,35-44,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,"ATM card is no work i tried several times to withdraw money with my cardsbut to no avail 
"
Female,18-24,BETA Friends,Yes,Yes,Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,My ATM card is not really working 
Female,18-24,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,"I can't use my card to withdraw money and anytime I come to the bank to withdraw money, the network is mostly unavailable "
Male,18-24,BETA Friends,Yes,Yes,Very Satisfied,Yes,Excellent,Talk to a BETA friend,Yes,Yes,I cant receive money in to my account 
Female,35-44,Friends,Yes,Yes,Neutral,Yes,Very good,Talk to a BETA friend,Yes,Yes,Good 
Female,35-44,Family,Yes,Yes,Neutral,Yes,Very good,Talk to a BETA friend,Yes,Yes,Good 
Female,35-44,Friends,Yes,Yes,Neutral,Yes,Very good,Talk to a BETA friend,Yes,Yes,Good 
Female,35-44,BETA Friends,Yes,Yes,Neutral,No,Good,Talk to a BETA friend,No,Yes,You people should upgrade beta network sometimes if I come to withdraw the teller will be telling me that beta is not going
Male,35-44,Friends,Yes,No,Satisfied,Yes,Good,Talk to a BETA friend,No,No,"Beta atm cannot pay me on POS machine, interest even when I leave a huge money they don't pay me interest"
